LSR_GOODS_CD,LSR_GOODS_NM,CSTMR_INQRY_CTTPLC_DC
65792,[전남 여수] 미남크루즈 여수밤바다 3월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65800,[대전] 대전투어패스,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65803,[인천] 인천투어패스 옥토끼우주센터+해든뮤지움 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65804,[전남 여수] 여수 아쿠아플라넷 5~6월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65805,[경기 고양] 일산 아쿠아플라넷,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65806,[서울 영등포] 아쿠아플라넷 63 3월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65807,[경기 과천] 서울랜드 종일권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65808,[경기 과천] 서울랜드 AFTER2 파크이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65809,[경기 과천] 서울랜드 어린이 종일권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65810,[경기 과천] 서울랜드 AFTER4 파크이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65901,[서울 송파] 롯데월드 민속박물관,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
65903,[경기] 여주투어패스+여주도예촌 PKG,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
65906,[제주 서귀포] 중문카트+에코랜드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65907,[제주 서귀포] 레트로 보이즈,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65911,[강원 평창] 용평리조트 발왕산 케이블카&스카이워크,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
65916,금강백제권역투어패스,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65921,[전남] 여수 유월드 루지테마파크+미남크루즈 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65933,"[경기 포천] 평강랜드, 사계절 테마파크",* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65934,[울산 남구] 크로스 롤러스케이트장 : 뉴코아아울렛점,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
65939,[강촌] 잠빌 레저 카트+ ATV사륜바이크 자유투어,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
65940,[충남 예산] 내포보부상촌 입장권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65941,[경기 포천] 포천 어메이징파크,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65943,[대구]동성로 스파크랜드 블루존 (해피빌런즈),* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 18:00
65945,[대구] 동성로 스파크랜드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 18:00 (연중무휴)
65964,[제주] 라마다 프라자 제주 호텔 더 블루 뷔페,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65967,[충청] 공주부여 투어패스,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
65975,[거제도] 크로스 롤러스케이트장 : 거제고현점,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
65978,[서울 신림] 이색데이트 러브낚시카페,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
65981,[강촌] 강촌역레저 호야네+ATV+카트+서바이벌,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
65982,[특가★] SEA LIFE 부산아쿠아리움 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65983,[경기] 안성 팜랜드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65986,[아쿠아리움대전★] 제주 아쿠아플라넷 3월 특가,* 업체명 : ㈜야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
65987,[아쿠아리움대전★] 아쿠아플라넷 63,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65994,[아쿠아리움대전★] 일산 아쿠아플라넷 3월 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65995,[아쿠아리움대전★] 여수 아쿠아플라넷 3월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65996,"[놀거리특가★] 알파카와 떠나는 봄 힐링여행, 알파카월드",* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
65997,[★화이트데이] 대천 국가대표 패러글라이딩 특가,* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
65998,[제주 서귀포시] 윈드1947카트+카멜리아힐,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66001,[제주 서귀포] 윈드1947카트+휴애리,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66002,[제주 서귀포] 윈드 1947카트+제라진 오프로드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66003,[★놀거리특가] 양평 양떼목장,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66004,[제주] 아이스뮤지엄3D착시+5D영상+플레이박스VR,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66005,[경기 남양주] 더드림핑 웨이브서프&수상레저(-4/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66006,[부산 해운대] 부산 아쿠아리움 벗꽃 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66007,[경북] 울릉 예림원,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66008,[제주 서귀포] 그대나의뮤즈,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66009,[제주 서귀포] 윈드1947 카트+ 제주민속촌,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66010,[제주 서귀포] 일출랜드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66011,[제주 서귀포] 도자기체험카페,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66012,[제주] 수목원길 본초족욕,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66013,[제주] 유리의성+마법의숲,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66014,[제주 서귀포] 오늘은 녹차족욕,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66015,[제주] 신비의도로 카트 체험장,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66018,[제주] 아이스뮤지엄&3D착시아트+5D영상+VR1회+초콜릿만들기체험,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66019,[제주] 아이스뮤지엄 3D착시아트+5D영상관,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66020,[경남 창원] 마산 로봇랜드 파크 패밀리권 주중권 (~06/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66021,[경남 창원] 로봇랜드 주말파크 더블할인 이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66022,[경남 창원] 마산 로봇랜드 주중파크 이용 더블권 (~06/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66023,[경남 창원] 로봇랜드 주말 파크이용 패밀리권 (~06/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66024,[★선착순특가] 롯데월드 서울스카이 스카이브릿지,* 문의전화 : 1644-1346 (야놀자 고객센터)    * 상담시간 : 09:00~19:00 (연중무휴)
66025,[경주] 한화리조트 뽀로로 아쿠아빌리지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66026,[서울 잠실] 롯데월드 서울스카이 스카이브릿지 : 3월,* 문의전화 : 1644-1346 (야놀자 고객센터)    * 상담시간 : 09:00~19:00 (연중무휴)
66027,[특가★] 롯데월드 서울스카이 3월,* 문의전화 : 1644-1346 (야놀자 고객센터)    * 상담시간 : 09:00~19:00 (연중무휴)
66039,[한화] 설악워터피아 입장권 (3/2-3/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66041,"[경북 경주] 365일 힐링파크, 경주엑스포대공원 이용권",* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66055,[찜카] 제주 렌터카 할인권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66056,[찜카] 제주 렌터카 : 10만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66057,[찜카] 제주 렌터카 : 15만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66058,[찜카] 제주 렌터카 : 20만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66059,[찜카] 내륙 렌터카 할인권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66060,[찜카] 내륙 렌터카 : 10만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66061,[찜카] 내륙 렌터카 : 15만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66062,[찜카] 내륙 렌터카 : 20만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66064,[경기 화성] 라바팜 스토리,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66065,[특가★] 롯데월드 아쿠아리움 3월 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66066,[강원] 웰리힐리파크 스프링시즌 웰리딜리 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66067,[강원 횡성] 웰리힐리파크 스프링시즌 룸온리 플러스 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66184,[경기] 캐니언파크 평택점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66185,[★1+1특가] 키자니아 서울/부산 어린이 체험테마파크 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66188,[제주 서귀포] 마라도 가는 여객선,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66189,[경기] 남양주 딸기농장,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66190,[제주 조천] 레포츠랜드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66191,[제주 서귀포] 서광카트체험장,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66192,[경기 고양] 일산가좌 딸기랑농장,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66193,[제주] 차귀도달래배낚시(사전예약필수),* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66196,[경기 파주] 파주월롱 딸기농장,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66197,[제주 서귀포] 유리박물관 : 이색 박물관,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66198,[제주 조천] 신흥바다낚시공원,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66199,[제주] 마라도가는 여객선,* 고객센터 : 1644-1086 (09:00 ~ 18:00/연중무휴)
66200,[제주 한림] 한림공원,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66204,[★키즈대전] 남양주 딸기농장 특가,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66205,[★키즈대전] 파주월롱 딸기농장 특가,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66206,[★키즈대전] 일산가좌 딸기랑농장,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66207,"[★화이트데이] 알파카와 떠나는 봄 힐링여행, 알파카월드",* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66208,[★화이트데이] 남산 N서울타워 전망대 이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66209,[★화이트데이] 양평 양떼목장,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66210,[강원 홍천] 오션월드 종일권 상시(~4/30),* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(09:00-18:00)
66211,[★키즈대전] 여주 주주팜,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66212,[대전 중구] 대전 오월드 자유이용권 3월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66213,[전북 남원] 나도 비행기조종사 k-1항공,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66214,[★화이트데이] 부산 엑스더스카이 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66215,[★키즈대전] 플레이티카 구리점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66216,[★화이트데이] 동성로 스파크랜드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66218,[★화이트데이] 동성로 해피빌런즈 테마파크,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66219,[★단독] 용인 에버랜드 종일이용권 (~3/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66221,[충남 대천] 짚트랙,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66222,[부산 해운대] BOE 방탈출+아쿠아리움 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66223,[강원 평창] 용평리조트 리프트 반일권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66225,[제주] 마라도 정기 여객선+짜장&짬뽕PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66226,[★인기] 부산 엑스더스카이(엘시티전망대),
66227,[강원 홍천] 가리산 레포츠파크,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66228,[제주 애월] 아르떼뮤지엄 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66340,[경주] 동궁원+경주엑스포대공원 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66346,[인천 부평] 인생네컷,* 문의전화 : 1644-1346 (야놀자 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)
66357,[서울 신촌] 숲속한방랜드 주간 입장권(~4/30),* 문의전화 : 1644-1346 (야놀자 고객센터)    * 상담시간 : 09:00~19:00 (연중무휴)
66358,[키즈특가★] 전국 플레이타임 키즈카페 특가,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66359,[키즈특가★] 전국 챔피언 키즈카페,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66364,[서울 영등포] 아쿠아플라넷 63 입장권/ 종합권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66365,[경주] 야경 명소 경주엑스포대공원 루미나 해피 할로윈,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66366,[파주] 퍼스트가든 양식2인세트+입장권2인/1일전구매,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66367,[★단독] 에버랜드 종일이용권(4/1~4/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66378,"[★놀거리특가] 알파카와 떠나는 봄 힐링여행, 알파카월드",* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66379,[★놀거리특가] 양평 양떼목장,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66385,[경주] 대릉원(천마총),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66386,[★특가] 아쿠아필드 하남 워터파크/복합권 (3/19~4/30),* 문의전화 : 1599-8370(야놀자 고객만족실) * 상담시간 : 09:30~18:00
66387,[★놀거리특가] 제주 그대나의뮤즈 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66388,[경주] 양동마을,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66389,[경주] 동궁과 월지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66390,[특가★] 아쿠아필드 찜질스파 하남점 (3/19~4/30),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66404,[★특가] 롯데월드 어드벤처(~6/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66405,[특가★] 오션월드 종일권 특가,* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(09:00-18:00)
66411,[★놀거리특가] 일산 아쿠아플라넷 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66412,[★놀거리특가] 제주 아쿠아플라넷 특가,* 업체명 : ㈜야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66417,[제주 서귀포] 신화월드테마파크&워터파크,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66426,[★놀거리특가] 롯데월드 서울스카이(~4/11),* 문의전화 : 1644-1346 (야놀자 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)
66427,[전남 여수] 여수 해상짚트랙 그랜드 오픈 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66428,[★특가] 대구 이월드 자유이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66429,[제주] 제주 오름 도슨트 체험,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66574,[제주] 샹그릴라 선셋요트+애프터눈티 세트,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66577,[과천] 서울대공원 리프트PKG (리프트+동물원 입장권),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66578,[경남 통영] 스카이라인 루지 통영 4회권/5회권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66579,[★놀거리특가] 에버랜드 종일이용권(4/1~4/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66580,[★놀거리특가] 코엑스 아쿠아리움 오전/오후권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66583,[★특가] 키자니아 서울/부산 어린이 체험테마파크 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66587,키자니아 서울/부산 어린이 체험테마파크 (4~5월),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66588,[★놀거리특가] 이천 테르메덴 특가 (~4/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66589,[경기 이천] 별빛정원우주 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66590,[서울 반포] 한강에 피크닉,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66591,[서울 삼성] 코엑스 아쿠아리움 2021 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66592,[★놀거리특가] 롯데월드 아쿠아리움,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66593,[서울 삼성] 코엑스아쿠아리움 2021 무제한이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66594,[★키즈대전]  네이처파크 이용권 1+1,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66595,[부산 광안리] 광안리 요트투어,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66596,포천 평강랜드 2인 피크닉세트 + 2인 입장권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66597,[충북 제천] 해브나인스파 (~21/4/4)/당일사용불가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66599,[★특가] [여수] 여수예술랜드 미디어아트 / 조각공원 / 트릭아트,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66600,[경기 하남] 하남 쥬라리움 실내 동물원,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66602,[경기 화성] 쥬라리움 동탄점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)    * [판매처 정보]  * (주) 플레이스엠  * 문의: 1833-2556  * 시간 : 09:00~18:00(평일) / 09:00~14:00(주말&공휴일)  * 취소·환불 규정을 확인하세요!
66603,[경기 파주] 쥬라리움 파주점 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)    * [판매처 정보]  * (주) 플레이스엠  * 문의: 1833-2556  * 시간 : 09:00~18:00(평일) / 09:00~14:00(주말&공휴일)  * 취소·환불 규정을 확인하세요!
66604,[경남 밀양] 삼량진 트윈터널 테마파크,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66605,[★특가]전남 여수 판타지아드림 서커스,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66607,[충남 태안] 아일랜드 리솜 오아식스 선셋스파 (~4/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66608,[충남 예산] 덕산 스플라스,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66609,[★특가] 여수예술랜드 리조트 룸온리특가,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66611,[용인] 에버랜드 종일이용권(21/4/1~21/5/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66613,[전국] 11개점 코코몽키즈랜드 키즈카페 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66614,"[용인] 에버랜드 화,수,목 종일이용권 (21/4/1~21/5/31)",* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66617,[경북 울진] 덕구온천 스파월드 4월,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66619,[경기 용인] 에버랜드 종일이용권(방문날짜 지정) (4/1~4/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66620,[경기 과천] 서울랜드 AFTER6 파크이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66621,[강원 춘천] 제이드가든,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66622,[충남 태안] 2021 태안 세계 튤립 꽃박람회 얼리버드,• 문의전화 : 1644-1346  (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66755,[경주] 황룡사역사문화관,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66758,[강원 강릉] 스카이베이호텔 경포 인피니티풀&실내수영장,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
