LSR_GOODS_CD,LSR_GOODS_NM,RFN_POLICY_DC
63173,[경기 포천] 신북온천 스프링폴 12월,"* 취소/환불 요청 시 사용여부 확인 후 환불 가능합니다. * 환불요청 시 환불완료까지 영업일기준 2~3일(토,일,공휴일제외)이 소요됩니다. * 취소/환불 접수는 구매하신 쇼핑몰의 구매내역에서 접수 또는 쇼핑몰 고객센터에 문의바랍니다. * 사용하신 티켓은 취소, 환불 불가합니다. * 부분 취소/환불 불가합니다. * 이용기간이 경과된 뒤 환불은 불가합니다."
63175,[전남 여수] 엑스포카트,"* 취소/환불은 구매하신 쇼핑몰에서 접수하시면, 사용여부 확인후 취소/환불처리 됩니다. * 미사용확인 및 취소는 접수일로부터 2~3일 정도 소요됩니다. * 사용하신 티켓은 환불불가합니다."
63176,[강원 홍천] 비발디파크 스키리프트+장비렌탈PKG,* 본 상품은 사용기간내 100% 환불 가능  * 부분환불 및 중복할인 불가  * 사용한 티켓 환불 불가
63180,[X-MAS특가★] 엑스이스케이프 방탈출카페,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 2인 이상 다인권의 미사용 인원수에 대한 부분 환불 불가
63181,[개장특가★] 비발디파크 스노위랜드 썰매,- 본 상품은 사용기간내 100% 환불 가능  - 부분환불 및 중복할인 불가  - 사용한 티켓 환불 불가
63182,[충남 공주] 노라쥬 실내동물원 12월,* 사용한 티켓은 환불 불가합니다. * 유효기간 내 1회 사용가능합니다.
63184,"[2020어워즈★] 알파카와 떠나는 겨울 힐링여행, 알파카월드",• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
63186,[경기 이천] 별빛정원우주 12월,* 구매 7일 이내 취소 : 미사용 티켓 전액환불 * 구매 7일 이후 취소 : 환불불가 * 사용한 티켓 환불 불가
63187,[서울 송파] 롯데월드 아쿠아리움 입장권 12월,* 취소/환불은 유효기간 내 구매하신 사이트로 취소접수 해주시기 바랍니다. * 본 티켓은 부분취소/부분환불 절대 불가합니다.
63189,★크리스마스 축제 오픈기념★ 에버랜드 소인종일권 초특가 (~21/1/3),* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 종료 후 미사용티켓 100% 환불 * 사용한 티켓은 환불 불가능합니다.
63190,[경기 포천] 신북온천 스프링폴 온천사우나 12월,"* 취소/환불 요청 시 사용여부 확인 후 환불 가능합니다. * 환불요청 시 환불완료까지 영업일기준 2~3일(토,일,공휴일제외)이 소요됩니다. * 취소/환불 접수는 구매하신 쇼핑몰의 구매내역에서 접수 또는 쇼핑몰 고객센터에 문의바랍니다. * 사용하신 티켓은 취소, 환불 불가합니다. * 부분 취소/환불 불가합니다."
63191,[서울 송파] 롯데월드 아쿠아리움+서울스카이 PKG,* 취소/환불은 유효기간 내 구매하신 사이트로 취소접수 해주시기 바랍니다. * 본 티켓은 부분취소/부분환불 절대 불가합니다.
63193,[2020어워즈★] 코엑스 아쿠아리움 1인 종일권,* 유효기간 내 취소/환불 가능 * 유효기간 지난 후 환불 불가 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
63196,[서울 영등포] 아쿠아플라넷 63,* 미사용 티켓의 경우 유효기간 내 취소 시 전액 환불 가능 * 사용한 티켓 환불 불가
63197,[2020어워즈★] 코엑스 아쿠아리움 1인 오전오후권,* 유효기간 내 취소/환불 가능 * 유효기간 지난 후 환불 불가 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
63198,[경기 이천] 테르메덴 풀앤스파 (~12/18),* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
63200,[경남 양산] 에덴밸리리조트 루지 양산 이용권 12월,"* 미사용 티켓은 100% 환불 가능 * 사용한 티켓은 환불 불가능 * 한 번이라도 이용한 루지 티켓은 권종변경, 교환, (부분)환불 불가합니다."
63201,[전남 여수] 스카이플라이단품,"[패키지 상품은 부분 환불 불가] * 취소/환불은 구매하신 쇼핑몰에서 접수하시면, 사용여부 확인후 취소/환불처리 됩니다. * 미사용확인 및 취소는 접수일로부터 2~3일 정도 소요됩니다. * 사용하신 티켓은 환불불가합니다."
63202,[남산] N서울타워 전망대+N버거/다이닝PKG 12월,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불가능 * 사용한 티켓은 환불 불가능합니다. * 패키지 상품은 구성상품 중 일부라도 사용 시 부분환불이 불가합니다.
63203,[특가★] 이월드 자유이용권,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다.
63204,[강원 원주] 오크밸리 20/21 스키 리프트권 & 세트권 (전기간),"* 본 상품은 유효기간내에 사용가능 합니다. * 리프트&렌탈 세트권은 리프트, 렌탈 각각 사용이 불가하며, 부분취소가 불가합니다. * 본 상품은 재판매가 절대 불가하며, 구매자 본인만 이용가능합니다. 재판매 적발시 법적 처벌을 받을 수 있습니다."
63205,[경기 용인] 에버랜드 종일이용권 단독특가,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 종료 후 미사용티켓 100% 환불 * 사용한 티켓은 환불 불가능합니다.
63206,[전국] 11개점 코코몽키즈랜드 키즈카페 12월,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불불가 * 사용한 티켓은 환불 불가능합니다.
63207,[특가★] 경주월드 자유이용권,* 기간 내 취소요청시 미사용티켓 100% 환불 가능 * 유효기간 종료 후 미사용 티켓 100% 환불 * 사용한 티켓 환불 불가
63208,키자니아 서울/부산 어린이 체험테마파크 (12/1~12/31),"[상품취소방법 안내] * 키자니아 홈페이지 로그인 * 마이페이지 접속 * 예약확인 취소 메뉴 클릭 * 등록 한 예매번호 확인 후 취소 * 쿠폰 이용권 메뉴 클릭 * 등록 된 이용권 삭제   * 유효기간 내에 취소 시 관리자 승인 후 전액 환불 가능합니다.(단,사용전티켓에 한함) * 단, 키자니아 홈페이지에 이용권을 등록/예약하였거나 이미 사용하신 티켓은 환불이 불가합니다. * 환불 희망 시, 반드시 키자니아 홈페이지에서 등록하신 이용권을 삭제 후 취소(환불)신청 하셔야 합니다. * 환불 접수 후 처리는 2~3일 정도 소요됩니다."
63337,[서울 삼성] 코엑스 아쿠아리움 2개월 무제한 이용권,[환불규정] * 유효기간(등록기간) 내 정보 미등록 및 미사용시 100% 환불 * 유효기간(등록기간) 지난 후 환불 불가 * 등록 이후 취소/환불 불가 * 부분사용 후 부분취소/환불불가
63338,[강원 평창] 알펜시아 리조트 스키리프트권,* 미사용티켓 100% 환불 가능 * 사용한 티켓 환불 불가 * 부분취소/환불 및 발권 후 환불불가
63339,[2020어워즈★] 부산 엑스더스카이,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 가능 * 사용한 티켓 환불 불가
63341,[경남 거제] 바운스 어드벤처&트램폴린 파크 거제 한화벨버디어 센터 12월,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
63342,[광주 상무] 바운스 어드벤처&트램폴린 파크 광주 상무 센터 12월,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
63343,[경북 구미] 바운스 어드벤처&트램폴린 파크 구미 홈플러스 센터,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
63344,[서울 잠실] 롯데월드 어드벤처 패밀리권 : 12월,* 미사용티켓 100% 환불 가능 * 유효기간 종료 후 미사용 티켓 100% 환불 * 사용한 티켓 환불 불가
63345,[서울 서초] 바운스 어드벤처 트램폴린 파크 반포 센터,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
63347,[부산 남구] 바운스 어드벤처 트램폴린 파크 부산용호W 센터,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
63348,[경북] 경주월드 자유이용권 12월,* 기간 내 취소요청시 미사용티켓 100% 환불 가능 * 유효기간 종료 후 미사용 티켓 100% 환불 * 사용한 티켓 환불 불가
63349,[경기 포천] 베어스타운 리프트권 (~21/02/28),[미사용 티켓 취소 및 환불 규정]  * 유효기간내 미사용티켓은 100% 취소 및 환불 * 환불접수는 구매채널로 접수
63351,[경기 이천] 이천 탑레포츠 스키 보드 렌탈샵,[환불 규정] * 패키지 1곳 이상 부분이용 시 환불 불가 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가 1. 의류/장비 렌탈 * 예약당일 취소환불 불가 * 예약일 1일전까지 환불가능 2. 강습 * 예약일 1일전~예약당일 변경 및 취소환불 불가 * 예약일 2일전까지 환불가능
63355,[서울 잠실] 롯데월드 어드벤처 머리띠PKG : 12월,* 미사용티켓 100% 환불 가능 * 유효기간 종료 후 미사용 티켓 100% 환불 * 사용한 티켓 환불 불가
63356,[서울 송파] 롯데월드 어드벤처 회전목마 인생사진 PKG : 12월,* 미사용티켓 100% 환불 가능 * 유효기간 종료 후 미사용 티켓 100% 환불 * 사용한 티켓 환불 불가
63357,[강원 홍천] 20/21 비발디파크 시즌권 정상 2차 판매,"[취소환불 규정] 1. 시즌권 수령 전 : 환불 위약금 10% 발생 2. 시즌권 수령 후  * 미사용 시 : 환불 위약금 10% 발생 * 사용 시 : 환불 위약금 10% + 사용 위약금(아래 공식확인) 발생  * 사용위약금 : (판매가/60일)x개장일로부터 환불요청일까지 기간  * ※시즌권 환불 시에는 시즌권 이용 자격이 상실되며, 반드시 시즌권을 지정된 반납처로 반납하여야 합니다. * (시즌권 혜택으로 제공되는 13세미만 소인시즌권은도 반납해야 합니다.) * ※20/21 시즌 폐장 후 환불/취소가 불가합니다. * ※스키시즌권 환불은 레저큐 고객센터로 신청 부탁드립니다."
63358,[서울 잠실] 롯데월드 어드벤처 종합이용권 :12월,* 미사용티켓 100% 환불 가능 * 유효기간 종료 후 미사용 티켓 100% 환불 * 사용한 티켓 환불 불가
63361,[용인 동백] 바운스 어드벤처 트램폴린 파크 용인 동백 센터,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
63362,[서울 노원] 바운스 어드벤처 트램폴린 파크 월계 이마트 센터,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
63363,[서울 송파] 롯데월드 아쿠아리움 연간회원권 ★12월 특가 1차,* 사용(연간이용권이용등록)한 티켓은 환불 불가능합니다. * 미사용 티켓은 100% 환불 가능합니다.
63364,[경북 포항] 액트몬 포항,"* 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내, 유효기간 후 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가"
63368,[경남 창원] 마산 로봇랜드 파크 패밀리권(~02/28),* 유효기간 내 미사용 티켓 100% 환불 가능 * 사용한 티켓 환불 불가
63369,[경남 창원] 마산 로봇랜드 파크 더블할인권(~02/28),* 유효기간 내 미사용 티켓 100% 환불 가능 * 사용한 티켓 환불 불가
63372,[강원 태백] 오투리조트 시즌권,"[취소/ 환불규정] * 시즌권 발급전 미수령자 : 전액환불 * 시즌권 발급 후 미수령자 : 발급 수수료 2만원 공제 후 환불 * 시즌권 발급 후 수령자 : 시즌권 제작비용 20,000원 및 위약금(판매가의10%)/ 시즌권 이용일수에 따른 금액 공제 후 환불 됩니다. * 스키장 개장일 이후의 공제금액은시즌권 이용약관을 참조하시기 바랍니다. * 스키장 개장후 취소/환불규정은 시즌권 약관에 의거합니다.  * 20/21 오투리조트 시즌권 이용약관 자세히보기  * http://img.hiddenticket.co.kr/market/o2resort/2021_o2_season.pdf"
63373,[제주 서귀포] 제주 빛의벙커 : 반고흐 12월,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 불가 * 사용한 티켓 환불 불가 * 해당상품은 중복할인 적용 불가합니다.
63376,[서울 영등포] 뮤지엄오브컬러 63 특별전 얼리버드 특가,* 미사용티켓 100% 환불 가능 * 사용한 티켓 환불 불가
63378,[제주 한림] 비양도 왕복승선권 천년호,[환불 규정] * 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 가능 * 사용한 티켓 환불 불가
63380,[반포] 한강 세빛섬 골든블루마리나 요트,"■ 골든블루마리나 예약 이후 환불/취소 규정 • 승선 3일전 결제금의 100%환불 • 승선 2일전 결제금의 70%환불 • 승선 1일전 결제금의 50%환불 • 승선 당일 : 취소 및 환불 불가 • 1) 당사의 문제로 인한 취소 시 운항 요금 전액 환불 • 2) 기상 및 천재지변, 한강 상황으로 인한 취소 시 운항 요금 전액 환불 • ※ 승선일 변경은 변경 가능 티켓에 한해 유선 연락하여 기예약 상황 확인 후 1회에 한해 변경 가능      - (당일 변경 불가 하루전 22시 이전까지 변경가능)/변경후에는 취소 환불 불가"
63382,[2020 어워즈★] 롯데월드 서울스카이 스카이브릿지 전망대,* 미사용티켓 100% 환불 가능 * 유효기간 내 미사용 티켓 100% 환불 * 사용한 티켓 환불 불가
63396,[경남 김해] 롯데워터파크 12월,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
63399,[2020어워즈★] 제주  아쿠아플라넷,* 구매 후 7일 이내 취소/환불 가능합니다. (나의 주문내역>취소/반품신청접수) * 미사용 티켓 100% 환불 가능합니다.
63400,[용인] 에버랜드 소인종일권+핫팩PKG 초특가 (~21/1/3),* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 종료 후 미사용티켓 100% 환불 * 사용한 티켓은 환불 불가능합니다.
63401,[서울 강동] 브이센터,[미사용 티켓 취소 및 환불 규정] * 유효기간 내에 접수 시 100% 환불. * 유효기간 종료 후 환불 불가.
63402,[경남 창원] 헬로파크 마산점,* 1.미사용 티켓 유효기간내 100% 환불 * 2.유효기간 종료 후 환불 불가 * 3.취소 및 환불 문의처 : 구매처 홈페이지 접속 후 마이페이지에서 취소 접수
63403,[제주 서귀포] 왕감귤체험농장,* 미사용티켓 환불 가능 * 유효기간 이후 미사용티켓 환불 가능 * 사용한 티켓 환불 불가
63405,[경기 과천] 서울랜드 AFTER6 파크 이용권,* 미사용 티켓 100% 환불
63406,[초급특가★] 세계최대규모 인공서핑파크 웨이브파크,"* 유효기간 내 미예약 티켓 100% 환불가능 * 유효기간 후 환불불가 * 사용한 티켓은 환불 불가능합니다. * 패키지 옵션 부분취소/환불 불가합니다.  * 단, 홈페이지 예약 이후 티켓은 예약확정되며, 예약 이후 취소/환불은 웨이브파크의 규정에 따릅니다.  * 예약 이후 취소/환불은 구매처로 문의 바랍니다. * 위약금 미발생) 홈페이지 예약 취소 후 구매처 취소 접수 * 위약금 발생) 고객 홈페이지 취소 및 변경 불가 구매처 문의  [웨이브파크 취소/환불규정] - 예약일 1일전 취소 시 70%환불가능 - 예약 당일 취소시 환불불가 * 변경시에도 동일하게 적용됩니다."
63429,[강원 춘천] 제이드가든,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 패키지 상품의 경우 부분취소 불가합니다.
63430,[대구] 동성로 태왕스파크 스파크랜드,[미사용티켓 취소 및 환불] 1. 유효기간 내 취소 접수 시 100% 환불. 2. 유효기간 종료 후 환불불가.
63431,[충북 단양] 패러명가 패러글라이딩,"* 예약일 3일전 취소시 100% 환불  * 예약일 2일전 취소시 50% 환불  * 예약일 1일전 취소시 30%환불  * 당일취소 및 환불 불가  * 구매 후 시간 변경 및 날짜변경 불가      * ※티켓은 예약확정과 동시에 사용처리 됩니다. * (단, 현장사정에 따라 운행이 불가능해 질 경우에는 100%환불가능)"
63432,[대구] 동성로 태왕스파크 해피빌런즈 테마파크,* 1. 유효기간 내 취소 접수 시 100% 환불. * 2. 유효기간 종료 후 환불불가.
63433,[경기 가평] 남이섬 입장권,* 유효기간 내 미사용 티켓 100% 환불 * 유효기간 이후 환불 불가
63434,[경기 파주] 퍼스트가든 양식2인세트+입장권2인+자동차극장/1일전구매,"* 예약과 동시에 사용처리되며, 사용티켓은 환불 불가합니다 * 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 이용권, 체험권 : 미 이용시 전액 환불, 기상상황 등으로 인한 입장 후 환불 불가."
63435,[강원 원주] 오크밸리 20/21 스키시즌권 정상판매,"[취소/ 환불규정] *  1. 오크밸리 시즌권 사용기간은 20/21시즌(2020.12월 개장일 ~ '21년 폐장일) 입니다.  * ※ 본시즌권은 양도/양수는 1회에 한하여 가능합니다.   * 단, 무료 및 특별 할인 상품 (우리아이 시즌권, 경품 등)은 양도/양수가 불가 합니다. ※ 구매 후 환불 진행 시 기간별 수수료 공제율이 달라집니다.  [시즌권 수령전]   * 시즌권 구매 15일 이후 ~ 20/21시즌 개장전 : 결제금액에서 수수료 10% 공제 후 환불  [시즌권 수령후] : 발급카드 회수 후 환불정산 공식에 의거 환불   * 세부내역 이용약관 참조 : https://home-ticket.co.kr/oak/season/oakvalley_seasonpass_law1920.pdf   *  2. 시즌권 구매후 실자용자 성함 및 생년월일은 최초 정보 등록 후 수정이 불가하며, 시즌권 최초 실사용자 회원명의 변경은 양도 및 양수로 간주되오니, 시즌권 실사용자 정보를 정확히 입력하여 주시기 바랍니다."
63436,[강원 홍천] 비발디파크 스키 새벽/밤샘 리프트권 특가,* 본 상품은 사용기간내 100% 환불 가능 * 부분환불 및 중복할인 불가 * 사용한 티켓 환불 불가
63439,[2020어워즈★] 롯데월드 아이스링크,•  유효기간 내 미사용티켓 100% 환불가능 •  유효기간 후 환불불가 •  사용한 티켓은 환불 불가능합니다.
63440,"[제주] 드르쿰다 in 성산,목장카페 드르쿰다 카페 자유이용권",• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 중복할인 불가
63444,[2020어워즈★] 롯데월드 아이스링크,•  유효기간 내 미사용티켓 100% 환불가능 •  유효기간 후 환불불가 •  사용한 티켓은 환불 불가능합니다.
63456,[제주 안덕] 세계자동차+피아노박물관 : 이색전시회,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
63457,[강원 홍천] 비발디파크 스키야 놀자 렌탈샵,"* 강습옵션 당일취소 및 환불 불가(노쇼 환불불가) * 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내, 유효기간 후 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가"
63458,[경기 광주] 곤지암리조트 리프트,* 미사용 티켓 100% 환불
63459,[2020어워즈★] 일산 아쿠아플라넷,* 티켓 구매 후 수량변경 환불은 불가하오니 주문 전체 취소 후 재구매하시기 바랍니다. * 구매 후 7일 이내 취소/환불 가능합니다. (나의 주문내역>취소/반품신청접수)
63461,[인기특가★] 세계최대규모 인공서핑파크 웨이브파크,"* 유효기간 내 미예약 티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능  * 사용한 티켓은 환불 불가능합니다. * 패키지 옵션 부분취소/환불 불가합니다.  * 단, 홈페이지 예약 이후 티켓은 예약확정되며, 예약 이후 취소/환불은 웨이브파크의 규정에 따릅니다.  * 예약 이후 취소/환불은 구매처로 문의 바랍니다. * 위약금 미발생) 홈페이지 예약 취소 후 구매처 취소 접수 * 위약금 발생) 고객 홈페이지 취소 및 변경 불가 구매처 문의  [웨이브파크 취소/환불규정] - 예약일 1일전 취소 시 70%환불가능 - 예약 당일 취소시 환불불가 * 변경시에도 동일하게 적용됩니다."
63462,[2020어워즈★] [전남 여수] 아쿠아플라넷 여수,* 티켓 구매 후 수량변경 환불은 불가하오니 주문 전체 취소 후 재구매하시기 바랍니다. * 구매 후 7일 이내 취소/환불 가능합니다. (나의 주문내역>취소/반품신청접수)
63463,[2020어워즈★] 아쿠아플라넷 63,* 미사용티켓 100% 환불 가능 * 사용한 티켓 환불 불가
63642,[전북 무주] 겨울왕국 렌탈 스키렌탈,* 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능(숙박패키지 제외) * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
63643,[전북 전주] 한옥마을 왕발통 & 전동 바이크,• 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
63644,[전북 무주] 가격인하★ 스노우밸리 스키렌탈샵,* 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
63645,[강원 평창] 휘닉스평창 스노우빌리지 썰매,* 미사용티켓 100% 환불 가능 * 유효기간 내 미사용 티켓 100% 환불 * 사용한 티켓 환불 불가
63646,[강원 평창] 휘닉스 평창 ALL DAY 프리패스 리프트/리프트+렌탈권,* 미사용티켓 100% 환불 가능 * 유효기간 내 미사용 티켓 100% 환불 * 사용한 티켓 환불 불가
63647,[초특가★] 여주 썬밸리 호텔,"* 유선 예약과 동시에 티켓 사용처리, 예약확정 후 환불 불가능. * 사용티켓 환불불가/미사용티켓 100% 환불가능. * 예약변경 : 이용일 7일 전 1회에 한 하여 예약일 변경 가능 ( 변경 일자 객실 마감시 예약일 변경 불가)"
63653,[인천 부평] 엔터파크 게임장,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 종료 전까지 미이용한 티켓은 자동 구매취소 처리됩니다.  * (유효기간 만료 4일 후  자동 구매취소처리)       * 사용한 티켓은 환불 불가능합니다.
63654,[인기할인★] 롯데월드 어드벤처,* 미사용티켓 100% 환불 가능 * 유효기간 종료 후 미사용 티켓 100% 환불 * 사용한 티켓 환불 불가
63655,[강원] 휘닉스파크 백야 렌탈,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며 * 이용일 10일전 취소시 100% 환불  * 이용일 7일전 취소시 50% 환불  * 이용일 3일전 취소시 10% 환불   * 이용일 2일전~당일 환불불가
63657,[제주 서귀포] 헬로키티 아일랜드+무민랜드,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
63660,[강원] 웰리힐리파크 백야 렌탈,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다.  * 강습상품의 경우 예약이 필수이며 * 이용일 10일전 취소시 100% 환불  * 이용일 7일전 취소시 50% 환불  * 이용일 3일전 취소시 10% 환불   * 이용일 2일전~당일 환불불가
63662,[경남 통영] 아시아최대규모 더 카트 인 통영,* 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
63663,[강원 춘천] 엘리시안 강촌 MC스노우 스키렌탈샵,"* 1. 의류/장비 렌탈   - 미사용 티켓 100% 환불  * 2. 강습   - 이용일 1일 전 낮 12시까지 취소 시 100% 환불   - 이용일 1일 전 낮 12시 이후 취소 환불 불가 (강사 일정 변경 불가)   - 이용 당일 미사용시(No Show) 환불불가   - ※ 단, 현장 사정에 따라 운영이 불가능해 질 경우 100% 환불가능"
63667,[할인특가★] 롯데월드 아쿠아리움,* 취소/환불은 유효기간 내 구매하신 사이트로 취소접수 해주시기 바랍니다. * 본 티켓은 부분취소/부분환불 절대 불가합니다.
63668,[전남 여수] 2021 미남크루즈 해돋이 + 불꽃 투어,"* 이용 1일 전 취소신청시 100% 환불가능 * 이용 당일 취소신청 및 환불 불가   *  기상악화, 천재지변, 선박의 이상상태, 관할 경찰의 출입항 통제, 모객 부족 등 운항이 불가능하여 취소되는 경우 : 전액환불   * 예약 후 개인사정으로 인하여 예약 취소 및 변심 또는 지연 도착으로 인한 승선 불가 : 환불 규정 적용   * 승선 1일전 취소 시 : 전액환불   * 승선 당일 취소 시 : 환불 불가  * 예약 후 즉시 취소하시는 경우도 승선일 기준으로 환불규정에 따라 적용되니 필히 검토 후 예약을 진행하시기 바랍니다."
63669,[제주 서귀포] 토종 흑염소 목장,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
63670,[X-MAS특가★] 키자니아 서울/부산 이용권(~21/01/31),"[상품취소방법 안내] * 키자니아 홈페이지 로그인 * 마이페이지 접속 * 예약확인 취소 메뉴 클릭 * 등록 한 예매번호 확인 후 취소 * 쿠폰 이용권 메뉴 클릭 * 등록 된 이용권 삭제   * 유효기간 내에 취소 시 관리자 승인 후 전액 환불 가능합니다.(단,사용전티켓에 한함) * 단, 키자니아 홈페이지에 이용권을 등록/예약하였거나 이미 사용하신 티켓은 환불이 불가합니다. * 환불 희망 시, 반드시 키자니아 홈페이지에서 등록하신 이용권을 삭제 후 취소(환불)신청 하셔야 합니다. * 환불 접수 후 처리는 2~3일 정도 소요됩니다."
63671,[경기 용인] 양지파인리조트 스키밸리 얼리버드 리프트권,"[취소/환불 규정] * 1. 유효기간 내 취소 접수 시, 100% 환불. * 2. 유효기간 종료 후 환불 불가. * 3. 부분취소 불가. * 4. 취소환불문의처 : 구매처 고객센터."
63672,[경기 광주] 곤지암 중부CC눈썰매장(당일사용불가),* 사용한 티켓은 환불 불가합니다. * 유효기간 내 1회 사용가능합니다.
63674,[강원] 하이원 파워레포츠 장비렌탈&강습,* 예약 당일 취소/환불 불가(예약일 1일전까지 환불 가능) * 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
63677,[강원 평창] 휘닉스파크 강습 런앤스키,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며 * 이용일 10일전 취소시 100% 환불 * 이용일 7일전 취소시 50% 환불 * 이용일 3일전 취소시 10% 환불 * 이용일 2일전~당일 환불불가
63684,[서울 송파]롯데월드 어드벤처 연간 12월 그린권 2차,* 미등록 이용권 100% 환불 가능. * 현장에서 등록 완료한 이용권은 환불 불가능.
63700,[충남 청양] 알프스마을 눈썰매장,• 패키지 1곳 이상 부분이용 시 환불 불가 • 유효기간 내 취소/환불 가능 • 미사용 티켓 100% 환불가능 • 사용한 티켓 환불 불가 • 중복 할인 적용 불가
63704,[부산 진구] 디엘프렌즈 키즈카페 삼정타워점,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다.
63710,[X-MAS특가★] 강원 홍천 알파카월드,• 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가
63713,[강원 정선] 하이원 포시즌 렌탈샵,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다.
63715,[선착순 특가★] 알펜시아 리조트 스키리프트권,* 미사용티켓 100% 환불 가능 * 사용한 티켓 환불 불가 * 부분취소/환불 및 발권 후 환불불가
63717,[경북 경주]양남 눈썰매장,• 패키지 1곳 이상 부분이용 시 환불 불가 • 미사용티켓 환불 가능 • 유효기간 이후 미사용티켓 환불 가능 • 사용한 티켓 환불 불가 • 해당 상품은 중복 할인 적용 불가
63718,[경남 통영] 아시아최대규모 더 카트 인 통영,* 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
